hospitalizacion_id,rut,nombre_completo,fecha_nacimiento,sexo,comuna,prevision,fecha_ingreso,fecha_egreso,motivo_egreso,medico_responsable,dias_estadia,numero_cama,servicio,tipo_cama,codigo_cie10,diagnostico,categoria_diagnostico,edad_ingreso,grupo_etario
670,10.970.683-3,Belén Guerra,1954-09-29,F,Independencia,NINGUNA,2025-07-03 15:50:40.011789,2025-07-10 15:50:40.011789,Alta médica,Pablo Vásquez Sáez,7.0,TRA-382,Traumatología,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,70,60-74
671,21.260.777-0,Diego Martínez,1949-04-16,M,Tucapel,FONASA,2025-10-08 06:07:56.011789,2025-10-20 06:07:56.011789,Fallecimiento,Ángela Amanda Moya Sandoval,12.0,CAR-043,Cardiología,Media,J44.1,EPOC con exacerbación aguda,Respiratorio,76,75+
672,6.377.038-8,Cristian Gutiérrez,1979-12-01,M,Tocopilla,NINGUNA,2025-04-02 14:56:58.011789,2025-04-06 14:56:58.011789,Alta médica,David Palacios,4.0,CIR-260,Cirugía,Media,S72.0,Fractura de cuello de fémur,Traumatológico,45,45-59
673,9.876.355-4,Magdalena Santander,1943-08-11,F,San Miguel,NINGUNA,2025-10-01 12:22:45.011789,,En curso,Ian José Orellana Cisternas,,NEU-290,Neurología,Básica,E86.0,Deshidratación,Metabólico,82,75+
674,18.478.247-2,Judith Lobos,1946-07-09,F,Coltauco,NINGUNA,2026-01-09 10:04:09.011789,2026-01-20 10:04:09.011789,Traslado,Josefa Espinoza Jara,11.0,UCI-264,UCI,Básica,N39.0,"Infección urinaria, sitio no especificado",Urológico,79,75+
675,11.363.300-K,Luis Aguilar,1953-01-16,M,Valdivia,NINGUNA,2025-03-15 15:31:41.011789,,En curso,Jessica Zapata,,NEU-093,Neurología,Básica,G40.9,"Epilepsia, no especificada",Neurológico,72,60-74
676,19.296.590-K,Jorge Beltrán,1984-05-04,M,Isla De Maipo,NINGUNA,2026-01-11 07:24:20.011789,2026-01-16 07:24:20.011789,Fallecimiento,Constanza Reyes Toro,5.0,TRA-110,Traumatología,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,41,30-44
677,21.025.978-3,Tomás Inostroza,1960-06-10,M,Olmué,FONASA,2025-07-19 19:19:00.011789,2025-07-29 19:19:00.011789,Fallecimiento,Josefa Espinoza Jara,10.0,CAR-132,Cardiología,Alta Complejidad,A09.9,Gastroenteritis infecciosa,Infectológico,65,60-74
678,24.400.079-7,Gladys Salazar,1949-06-21,F,Independencia,NINGUNA,2025-07-05 19:28:47.011789,2025-07-08 19:28:47.011789,Traslado,Carlos Francisco Rodríguez Salinas,3.0,CAR-580,Cardiología,Media,K35.9,"Apendicitis aguda, no especificada",Digestivo,76,75+
679,19.160.612-4,Zoila Chávez,1984-01-09,F,Quemchi,FONASA,2025-04-06 11:31:20.011789,,En curso,Silvia Barraza Mellado,,NEU-174,Neurología,Alta Complejidad,E86.0,Deshidratación,Metabólico,41,30-44
680,11.254.547-6,María Reyes,1987-11-29,F,Papudo,FONASA,2025-10-10 09:08:08.011789,2025-10-13 09:08:08.011789,Traslado,Ignacia María Hernández Araya,3.0,MED-533,Medicina Interna,Media,J18.9,"Neumonía, no especificada",Respiratorio,37,30-44
681,5.137.904-7,Leonel Araya,1961-02-28,M,Pelluhue,FONASA,2025-12-18 16:13:01.011789,2025-12-21 16:13:01.011789,Fallecimiento,Yuliana Edith Acevedo Urra,3.0,NEU-068,Neurología,Media,E86.0,Deshidratación,Metabólico,64,60-74
682,18.472.791-9,Oscar Vega,1962-05-15,M,Puerto Varas,FONASA,2025-12-17 16:33:16.011789,,En curso,George Pedro Álvarez Valenzuela,,TRA-160,Traumatología,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,63,60-74
683,12.605.955-8,Pablo Baeza,1969-01-24,M,Palena,ISAPRE,2025-06-13 00:18:12.011789,2025-06-18 00:18:12.011789,Alta médica,David Palacios,5.0,CAR-015,Cardiología,Alta Complejidad,E86.0,Deshidratación,Metabólico,56,45-59
684,24.783.718-3,Jorge Cortés,1989-11-23,M,Puyehue,ISAPRE,2025-03-17 00:57:10.011789,2025-03-29 00:57:10.011789,Alta voluntaria,Silvia Barraza Mellado,12.0,CIR-025,Cirugía,Media,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,35,30-44
685,16.821.929-6,Benjamín Godoy,1954-11-26,M,Monte Patria,NINGUNA,2025-10-15 23:44:58.011789,,En curso,Silvia Barraza Mellado,,CAR-470,Cardiología,Alta Complejidad,J44.1,EPOC con exacerbación aguda,Respiratorio,70,60-74
686,7.456.033-4,Francisco Molina,1983-06-23,M,Aisén,NINGUNA,2025-05-11 10:07:18.011789,2025-05-30 10:07:18.011789,Alta médica,Rodrigo Modesto Acevedo Villagra,19.0,CAR-091,Cardiología,Media,S72.0,Fractura de cuello de fémur,Traumatológico,41,30-44
687,21.053.514-4,Silvia Saavedra,1995-06-09,F,Pichidegua,FONASA,2025-12-08 13:01:20.011789,2025-12-14 13:01:20.011789,Traslado,María Patricia Araya Gatica,6.0,CAR-034,Cardiología,Básica,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,30,30-44
688,24.944.516-9,Marianela Vargas,1949-04-06,F,Ninhue,ISAPRE,2026-01-03 03:22:11.011789,2026-01-10 03:22:11.011789,Alta voluntaria,Mariana Evelyn Castro Saldaña,7.0,MED-256,Medicina Interna,Básica,B34.9,"Infección viral, no especificada",Infectológico,76,75+
689,24.472.623-2,Patricia Fuenzalida,1977-09-20,F,Paiguano,NINGUNA,2025-05-21 11:19:30.011789,2025-06-03 11:19:30.011789,Traslado,Gladys Carrasco Aguilar,13.0,NEU-046,Neurología,Alta Complejidad,K35.9,"Apendicitis aguda, no especificada",Digestivo,47,45-59
690,21.157.017-2,Gabriel Barros,1985-12-12,M,Pitrufquén,ISAPRE,2025-08-04 14:59:51.011789,,En curso,Jessica Zapata,,UCI-551,UCI,Básica,J18.9,"Neumonía, no especificada",Respiratorio,39,30-44
691,17.060.131-9,María Morales,1954-01-14,F,Retiro,NINGUNA,2025-06-05 05:43:35.011789,2025-06-09 05:43:35.011789,Alta voluntaria,Carlos Francisco Rodríguez Salinas,4.0,UCI-038,UCI,Media,A09.9,Gastroenteritis infecciosa,Infectológico,71,60-74
692,5.871.145-4,Ana Muñoz,1959-05-06,F,Carahue,NINGUNA,2025-08-05 00:32:43.011789,2025-08-14 00:32:43.011789,Traslado,María Carrasco,9.0,CIR-554,Cirugía,Básica,E86.0,Deshidratación,Metabólico,66,60-74
693,11.210.214-0,Alan Ruiz,1974-03-31,M,Peñaflor,NINGUNA,2025-04-20 23:06:09.011789,2025-04-28 23:06:09.011789,Traslado,Gladys Carrasco Aguilar,8.0,CAR-403,Cardiología,Alta Complejidad,K92.1,Melena,Digestivo,51,45-59
694,8.037.783-5,Christian Carrillo,1954-10-22,M,Alhué,FONASA,2025-05-24 05:45:51.011789,2025-05-28 05:45:51.011789,Alta médica,Pablo Vásquez Sáez,4.0,MED-146,Medicina Interna,Básica,E86.0,Deshidratación,Metabólico,70,60-74
695,14.049.446-1,Juanita Castro,1953-10-04,F,Curacautín,ISAPRE,2025-08-08 01:20:53.011789,2025-08-15 01:20:53.011789,Alta voluntaria,Isabel Espinosa,7.0,CIR-343,Cirugía,Media,E86.0,Deshidratación,Metabólico,71,60-74
696,20.236.362-8,Francisca Vergara,1940-01-18,F,San Clemente,NINGUNA,2025-07-04 18:51:08.011789,,En curso,Ángela Amanda Moya Sandoval,,UCI-159,UCI,Básica,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,85,75+
697,20.482.053-8,Carmen Vera,1963-03-08,F,Temuco,FONASA,2025-11-13 01:18:59.011789,2025-11-18 01:18:59.011789,Traslado,María Carrasco,5.0,NEU-365,Neurología,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,62,60-74
698,11.254.107-1,Sergio Cárdenas,1983-08-02,M,Río Bueno,NINGUNA,2025-09-06 18:54:56.011789,2025-09-15 18:54:56.011789,Alta voluntaria,Mariana Evelyn Castro Saldaña,9.0,MED-383,Medicina Interna,Media,A09.9,Gastroenteritis infecciosa,Infectológico,42,30-44
699,24.394.030-3,Sergio Maldonado,1975-07-23,M,Los Lagos,FONASA,2025-08-27 13:29:40.011789,2025-08-29 13:29:40.011789,Alta voluntaria,Mariana Evelyn Castro Saldaña,2.0,NEU-026,Neurología,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,50,45-59
700,13.950.868-8,Enrique Valenzuela,1941-12-11,M,Valparaíso,ISAPRE,2025-04-12 09:44:55.011789,,En curso,Silvia Barraza Mellado,,MED-590,Medicina Interna,Media,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,83,75+
701,6.229.981-9,Andrés Muñoz,1977-07-14,M,Camiña,ISAPRE,2025-08-13 00:37:10.011789,2025-08-29 00:37:10.011789,Alta médica,Josefa Espinoza Jara,16.0,TRA-386,Traumatología,Media,K35.9,"Apendicitis aguda, no especificada",Digestivo,48,45-59
702,23.043.477-8,Elena Herrera,1959-11-11,F,Calera,NINGUNA,2025-11-05 17:26:16.011789,2025-11-12 17:26:16.011789,Fallecimiento,Silvia Barraza Mellado,7.0,NEU-578,Neurología,Básica,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,66,60-74
703,16.454.194-0,Nicole Espinosa,1966-12-13,F,Panguipulli,NINGUNA,2025-09-03 01:46:54.011789,2025-09-08 01:46:54.011789,Alta médica,María Carrasco,5.0,TRA-576,Traumatología,Básica,K92.1,Melena,Digestivo,58,45-59
704,17.362.455-7,Jorge Opazo,1970-10-02,M,General Lagos,NINGUNA,2025-09-30 19:14:35.011789,2025-10-05 19:14:35.011789,Alta médica,Carlos Francisco Rodríguez Salinas,5.0,NEU-463,Neurología,Media,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,55,45-59
705,24.193.914-6,María Ruz,1981-06-09,F,Arica,ISAPRE,2025-06-14 02:03:53.011789,,En curso,Pablo Vásquez Sáez,,NEU-131,Neurología,Básica,K92.1,Melena,Digestivo,44,30-44
706,17.696.463-4,Matías Salazar,1960-11-17,M,Pelluhue,NINGUNA,2025-03-24 23:29:40.011789,2025-03-28 23:29:40.011789,Traslado,Ignacia María Hernández Araya,4.0,MED-383,Medicina Interna,Media,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,64,60-74
707,7.302.174-K,Franco Tobar,1996-06-20,M,El Quisco,NINGUNA,2026-01-26 21:41:38.011789,2026-02-12 21:41:38.011789,Traslado,Gladys Carrasco Aguilar,17.0,UCI-037,UCI,Básica,A09.9,Gastroenteritis infecciosa,Infectológico,29,15-29
708,5.546.311-5,Olga Pavez,1948-06-14,F,Pichidegua,FONASA,2025-03-08 02:59:54.011789,2025-03-26 02:59:54.011789,Alta voluntaria,David Palacios,18.0,NEU-295,Neurología,Media,A09.9,Gastroenteritis infecciosa,Infectológico,76,75+
709,16.927.179-8,Paulette Medina,1957-05-05,F,Padre Las Casas,NINGUNA,2025-05-14 15:23:22.011789,2025-05-24 15:23:22.011789,Alta voluntaria,Yuliana Edith Acevedo Urra,10.0,MED-512,Medicina Interna,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,68,60-74
710,12.663.980-5,Israel Espinoza,1990-05-30,M,Maipú,NINGUNA,2025-11-15 15:55:08.011789,2025-12-05 15:55:08.011789,Fallecimiento,Ian José Orellana Cisternas,20.0,NEU-519,Neurología,Media,S72.0,Fractura de cuello de fémur,Traumatológico,35,30-44
711,18.892.915-K,Florencia Roa,1943-02-04,F,Timaukel,ISAPRE,2025-05-15 17:56:59.011789,,En curso,Isabel Espinosa,,CAR-278,Cardiología,Alta Complejidad,J44.1,EPOC con exacerbación aguda,Respiratorio,82,75+
712,23.545.582-K,Madeleine Huerta,1972-05-23,F,Victoria,FONASA,2025-08-30 14:12:29.011789,2025-09-17 14:12:29.011789,Fallecimiento,Ignacia María Hernández Araya,18.0,MED-234,Medicina Interna,Media,N39.0,"Infección urinaria, sitio no especificado",Urológico,53,45-59
713,16.336.904-4,Arturo Rivera,1995-08-16,M,Pemuco,ISAPRE,2025-03-06 21:44:38.011789,2025-03-10 21:44:38.011789,Traslado,Rodrigo Modesto Acevedo Villagra,4.0,TRA-107,Traumatología,Alta Complejidad,B34.9,"Infección viral, no especificada",Infectológico,29,15-29
714,8.742.279-8,Linda San Martín,1946-08-05,F,San Vicente,NINGUNA,2025-08-28 22:07:13.011789,2025-08-31 22:07:13.011789,Alta médica,Gladys Carrasco Aguilar,3.0,UCI-356,UCI,Básica,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,79,75+
715,12.695.908-7,Pamela Mamani,1956-11-01,F,Cunco,NINGUNA,2025-05-25 05:57:55.011789,2025-06-01 05:57:55.011789,Fallecimiento,Pablo Vásquez Sáez,7.0,CAR-209,Cardiología,Básica,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,68,60-74
716,7.819.895-8,Valentina García,1979-08-17,F,Chillán Viejo,NINGUNA,2026-02-20 02:52:08.011789,2026-02-24 02:52:08.011789,Fallecimiento,Juan Patricio Núñez Letelier,4.0,TRA-373,Traumatología,Básica,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,46,45-59
717,6.827.374-9,Teresa Maldonado,1944-04-24,F,Quillón,ISAPRE,2025-07-10 21:12:42.011789,,En curso,Jessica Zapata,,CIR-100,Cirugía,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,81,75+
718,23.023.831-6,Margarita Álvarez,1977-04-04,F,San Felipe,FONASA,2026-01-01 18:10:28.011789,2026-01-09 18:10:28.011789,Alta médica,Pablo Vásquez Sáez,8.0,MED-533,Medicina Interna,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,48,45-59
719,19.083.528-6,Carolina Cáceres,1975-09-17,F,Portezuelo,FONASA,2026-02-23 05:39:54.011789,2026-03-02 05:39:54.011789,Alta voluntaria,Constanza Reyes Toro,7.0,CAR-580,Cardiología,Media,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,50,45-59
720,10.004.458-7,Catalina Díaz,2004-08-10,F,Maule,FONASA,2025-10-12 21:25:13.011789,2025-10-31 21:25:13.011789,Fallecimiento,Isabel Espinosa,19.0,TRA-219,Traumatología,Media,K35.9,"Apendicitis aguda, no especificada",Digestivo,21,15-29
721,12.709.684-8,Marcelo Cofré,1954-05-21,M,San Gregorio,NINGUNA,2025-12-18 02:06:45.011789,2025-12-24 02:06:45.011789,Alta médica,Jessica Zapata,6.0,UCI-517,UCI,Media,A09.9,Gastroenteritis infecciosa,Infectológico,71,60-74
722,11.178.552-K,Ricardo Suazo,1961-08-11,M,Papudo,FONASA,2025-05-14 07:14:18.011789,2025-05-20 07:14:18.011789,Traslado,Rodrigo Modesto Acevedo Villagra,6.0,CIR-506,Cirugía,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,63,60-74
723,8.260.280-1,Juan Díaz,2001-06-23,M,Calera,NINGUNA,2025-05-16 06:46:27.011789,2025-05-31 06:46:27.011789,Alta médica,Ian José Orellana Cisternas,15.0,TRA-373,Traumatología,Básica,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,23,15-29
724,7.280.625-5,Martín Olate,1988-02-14,M,Tomé,FONASA,2025-04-21 18:21:48.011789,2025-04-28 18:21:48.011789,Fallecimiento,Gladys Carrasco Aguilar,7.0,NEU-090,Neurología,Básica,N39.0,"Infección urinaria, sitio no especificado",Urológico,37,30-44
725,20.224.937-K,Gricelda Sanhueza,1967-11-29,F,Chillán,ISAPRE,2025-11-22 16:26:41.011789,2025-11-28 16:26:41.011789,Alta voluntaria,Isabel Espinosa,6.0,CAR-043,Cardiología,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,58,45-59
726,12.329.807-1,Mariana Castro,2004-09-01,F,Codegua,NINGUNA,2025-03-14 04:01:23.011789,2025-03-28 04:01:23.011789,Alta médica,Juan Patricio Núñez Letelier,14.0,CIR-407,Cirugía,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,20,15-29
727,9.200.018-4,Martina Aguilera,1982-07-14,F,Río Negro,ISAPRE,2025-04-29 05:33:01.011789,2025-05-13 05:33:01.011789,Traslado,Constanza Reyes Toro,14.0,CIR-439,Cirugía,Básica,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,42,30-44
728,22.438.432-7,Rosa Reyes,1989-08-14,F,Retiro,NINGUNA,2025-12-02 16:57:59.011789,2025-12-19 16:57:59.011789,Fallecimiento,Ángela Amanda Moya Sandoval,17.0,CIR-407,Cirugía,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,36,30-44
729,18.614.995-5,Natalia Quiñones,1995-12-05,F,Ñuñoa,NINGUNA,2025-08-12 12:49:12.011789,2025-08-27 12:49:12.011789,Fallecimiento,Pablo Vásquez Sáez,15.0,MED-436,Medicina Interna,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,29,15-29
730,12.533.483-0,Gloria Saldivia,1961-11-24,F,Mostazal,FONASA,2025-05-15 17:57:29.011789,2025-05-28 17:57:29.011789,Alta voluntaria,Gladys Carrasco Aguilar,13.0,UCI-581,UCI,Básica,E86.0,Deshidratación,Metabólico,63,60-74
731,5.321.404-5,Víctor Riveros,1985-10-11,M,Parral,FONASA,2026-02-13 08:56:43.011789,2026-03-03 08:56:43.011789,Alta médica,María Patricia Araya Gatica,18.0,TRA-552,Traumatología,Alta Complejidad,K92.1,Melena,Digestivo,40,30-44
732,24.243.014-K,José Araya,1980-04-22,M,Curarrehue,FONASA,2025-12-02 05:05:53.011789,2025-12-07 05:05:53.011789,Alta médica,Gladys Carrasco Aguilar,5.0,CIR-520,Cirugía,Básica,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,45,45-59
733,23.958.327-K,Tania Romero,1956-07-19,F,Codegua,NINGUNA,2025-06-01 22:03:20.011789,,En curso,María Carrasco,,UCI-316,UCI,Media,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,68,60-74
734,17.134.572-3,Gabriel Araneda,1950-09-08,M,Curepto,NINGUNA,2025-09-25 20:27:48.011789,2025-10-06 20:27:48.011789,Alta médica,Ignacia María Hernández Araya,11.0,MED-441,Medicina Interna,Media,J44.1,EPOC con exacerbación aguda,Respiratorio,75,75+
735,23.499.740-8,Ignacio Rojas,1989-01-19,M,Zapallar,FONASA,2025-04-22 09:52:53.011789,2025-04-24 09:52:53.011789,Alta voluntaria,María Carrasco,2.0,MED-095,Medicina Interna,Alta Complejidad,G40.9,"Epilepsia, no especificada",Neurológico,36,30-44
736,7.207.554-4,Juana Villagrán,1946-12-05,F,Valdivia,NINGUNA,2025-11-26 21:39:08.011789,2025-12-13 21:39:08.011789,Traslado,Mariana Evelyn Castro Saldaña,17.0,TRA-338,Traumatología,Media,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,79,75+
737,22.625.109-K,Cristóbal Candia,1974-03-28,M,Talcahuano,FONASA,2025-12-05 12:03:08.011789,2025-12-08 12:03:08.011789,Fallecimiento,George Pedro Álvarez Valenzuela,3.0,CIR-433,Cirugía,Media,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,51,45-59
738,8.333.083-K,José Araya,1976-11-12,M,Requínoa,FONASA,2025-03-12 03:50:27.011789,2025-03-13 03:50:27.011789,Alta médica,Juan Patricio Núñez Letelier,1.0,CAR-137,Cardiología,Media,A09.9,Gastroenteritis infecciosa,Infectológico,48,45-59
739,12.279.895-K,Guillermo Soto,1942-01-03,M,Lo Barnechea,ISAPRE,2025-07-03 18:28:43.011789,2025-07-22 18:28:43.011789,Alta médica,Carlos Francisco Rodríguez Salinas,19.0,CIR-579,Cirugía,Media,S72.0,Fractura de cuello de fémur,Traumatológico,83,75+
740,11.414.231-K,Francisco Díaz,1986-04-01,M,Puerto Octay,NINGUNA,2025-08-18 00:10:25.011789,2025-09-05 00:10:25.011789,Fallecimiento,Isabel Espinosa,18.0,CAR-141,Cardiología,Alta Complejidad,G40.9,"Epilepsia, no especificada",Neurológico,39,30-44
741,17.963.715-4,Héctor Arancibia,1974-04-25,M,Guaitecas,ISAPRE,2025-06-30 00:30:36.011789,2025-07-04 00:30:36.011789,Fallecimiento,Juan Patricio Núñez Letelier,4.0,MED-441,Medicina Interna,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,51,45-59
742,17.817.154-2,Luis Olate,2004-05-08,M,Concepción,NINGUNA,2025-09-28 11:35:10.011789,2025-10-18 11:35:10.011789,Alta voluntaria,Gladys Carrasco Aguilar,20.0,UCI-010,UCI,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,21,15-29
743,18.534.808-3,Adriana Hernández,1991-11-29,F,Renaico,NINGUNA,2025-05-07 18:28:04.011789,2025-05-17 18:28:04.011789,Alta médica,Sofía Córdova,10.0,NEU-508,Neurología,Alta Complejidad,S72.0,Fractura de cuello de fémur,Traumatológico,33,30-44
744,6.542.884-9,José Valenzuela,1972-02-07,M,Chiguayante,ISAPRE,2025-09-13 11:30:51.011789,2025-09-14 11:30:51.011789,Alta médica,Jessica Zapata,1.0,CAR-285,Cardiología,Media,A09.9,Gastroenteritis infecciosa,Infectológico,53,45-59
745,12.434.724-6,Karen Gutiérrez,1962-08-31,F,Chañaral,FONASA,2026-02-07 12:46:46.011789,2026-02-19 12:46:46.011789,Fallecimiento,Constanza Reyes Toro,12.0,NEU-416,Neurología,Básica,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,63,60-74
746,16.500.057-9,Eliana Herrera,1956-06-26,F,Calera,FONASA,2025-04-27 18:18:28.011789,2025-05-16 18:18:28.011789,Alta médica,Jessica Zapata,19.0,TRA-114,Traumatología,Alta Complejidad,G40.9,"Epilepsia, no especificada",Neurológico,68,60-74
747,8.249.473-1,José Muñoz,1954-05-13,M,Retiro,NINGUNA,2025-09-15 05:49:11.011789,2025-09-26 05:49:11.011789,Fallecimiento,Josefa Espinoza Jara,11.0,CAR-285,Cardiología,Media,K35.9,"Apendicitis aguda, no especificada",Digestivo,71,60-74
748,9.958.529-3,Marianela Aros,1995-11-30,F,Cunco,NINGUNA,2026-01-13 14:15:23.011789,2026-02-01 14:15:23.011789,Alta voluntaria,David Palacios,19.0,CAR-248,Cardiología,Alta Complejidad,B34.9,"Infección viral, no especificada",Infectológico,30,30-44
749,6.632.696-9,Teresa Jiménez,1943-06-10,F,Contulmo,ISAPRE,2025-03-21 02:55:50.011789,2025-03-29 02:55:50.011789,Alta voluntaria,Ian José Orellana Cisternas,8.0,UCI-398,UCI,Alta Complejidad,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,81,75+
750,13.391.274-6,Patricio Alvarado,1995-08-12,M,Quemchi,ISAPRE,2025-07-16 10:09:02.011789,2025-07-17 10:09:02.011789,Traslado,Jessica Zapata,1.0,CAR-364,Cardiología,Alta Complejidad,B34.9,"Infección viral, no especificada",Infectológico,29,15-29
751,16.991.215-7,Doris Castro,1968-01-12,F,Los Álamos,ISAPRE,2026-01-05 23:42:56.011789,2026-01-09 23:42:56.011789,Alta voluntaria,Ignacia María Hernández Araya,4.0,UCI-223,UCI,Media,E86.0,Deshidratación,Metabólico,58,45-59
752,7.221.740-3,Luz Aguilar,2005-12-24,F,Ñuñoa,FONASA,2026-02-18 23:12:01.011789,2026-02-19 23:12:01.011789,Fallecimiento,Ignacia María Hernández Araya,1.0,MED-427,Medicina Interna,Alta Complejidad,I10.X,Hipertensión esencial primaria,Cardiovascular,20,15-29
753,20.224.937-K,Gricelda Sanhueza,1967-11-29,F,Chillán,ISAPRE,2025-08-31 11:15:13.011789,2025-09-08 11:15:13.011789,Traslado,Yuliana Edith Acevedo Urra,8.0,CIR-568,Cirugía,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,57,45-59
754,9.149.147-8,Marcelo Díaz,1963-10-16,M,Juan Fernández,FONASA,2025-06-12 12:39:51.011789,2025-06-15 12:39:51.011789,Traslado,Silvia Barraza Mellado,3.0,TRA-028,Traumatología,Alta Complejidad,J18.9,"Neumonía, no especificada",Respiratorio,61,60-74
755,18.101.453-9,Carlos Melo,1999-06-06,M,Villa Alemana,ISAPRE,2025-09-19 03:24:27.011789,2025-09-29 03:24:27.011789,Alta voluntaria,María Carrasco,10.0,CIR-414,Cirugía,Alta Complejidad,A09.9,Gastroenteritis infecciosa,Infectológico,26,15-29
756,9.788.669-5,Daniela Lagos,1958-04-22,F,Molina,NINGUNA,2026-02-05 01:37:27.011789,2026-02-10 01:37:27.011789,Fallecimiento,Rodrigo Modesto Acevedo Villagra,5.0,UCI-223,UCI,Media,N39.0,"Infección urinaria, sitio no especificado",Urológico,67,60-74
